User_ID,Name,Email,Signup_Date,Last_Login,Country,Age,Subscription_Type,Total_Purchases,Lifetime_Value
ae859e85-6759-4703-a017-9e14270ae6be,Barbara Trevino,georgemartinez@lara.com,2022-06-09,2023-07-28,Central African Republic,37,Free,50,24370.48
a0698c16-b7a5-4b59-bc57-fea519d34c8f,Mrs. Natalie Hinton,alan55@yahoo.com,2022-11-17,2023-04-10,Paraguay,39,Free,42,19001.59
765c61d6-5476-45a2-aa92-3aa1b16452c7,Patricia Holt,nwalker@li.net,2023-05-07,2024-02-04,Canada,19,Premium,24,6310.24
601e267d-86ad-4a1f-8d4f-2148873ecf17,Brenda Hamilton,beth07@yahoo.com,2023-01-08,2024-10-25,Belgium,29,Free,33,10924.73
93ff9458-6dd4-42f0-a1df-08e44171c33b,Kelly Friedman,kennedygina@hotmail.com,2023-06-01,2023-10-05,Vietnam,36,Free,7,1959.71
fdfe63b8-b933-4ba4-abd0-0b626fd84dd8,Carolyn Miller,michael40@adkins.org,2023-03-05,2024-11-20,Kiribati,54,Basic,50,1891.9
0303bb18-ce34-44fe-8162-08db060543bb,Matthew Smith,jennifer76@haynes-cummings.com,2023-01-18,2023-10-24,India,50,Basic,37,8707.52
b69980fc-e9ba-44c7-8531-0ef778181e44,Ralph Rivas,sharpjulia@yahoo.com,2023-08-11,2024-07-10,Burkina Faso,28,Free,50,13666.51
9fbd0b12-c4a8-408d-8304-ef5eec048e1e,Christopher Baldwin,lrose@gmail.com,2022-08-06,2023-12-14,Taiwan,34,Free,7,289.17
0c8ce0c0-22f9-4166-9b43-c8e1093feba4,Katherine Hernandez,hnovak@gmail.com,2023-05-09,2024-06-12,United Kingdom,38,Free,7,971.14
e2a162fa-2073-4eb0-b6b5-62c252825d23,Jerry Williams,jordanperry@hotmail.com,2023-06-20,2023-07-09,Papua New Guinea,44,Premium,15,633.69
b939f7cb-63d1-414e-aef6-8b55249c8f38,Penny Thompson,crawforderic@compton-cook.info,2022-05-20,2023-12-31,Mayotte,65,Premium,12,2551.74
e45ed0d6-1bf9-4e40-959d-d590b08fd4e8,Travis Brown,brandonoconnor@ward-woods.com,2022-03-01,2022-08-05,Guyana,30,Basic,50,1653.02
a6c8d0a2-ed25-4e1a-bc25-6f233f017c17,Frank Dunlap,riveramelissa@campbell-cox.com,2022-05-21,2022-06-19,Wallis and Futuna,65,Premium,19,1995.82
5244dd59-e06d-466a-9940-3287a1a3e44d,Steven Peterson,gvaldez@suarez-coleman.com,2023-10-12,2024-01-24,Cote d'Ivoire,36,Basic,13,2208.03
7d3ac037-b3ac-4073-8e28-1b9425d37812,Laura Klein,johnsonjanice@gray-williams.com,2022-05-01,2024-08-25,Estonia,67,Basic,48,17408.29
6261f9de-7879-4923-aa63-ce5535116fc5,Morgan Howard,meadowsdarryl@hotmail.com,2022-06-06,2023-06-03,Indonesia,65,Basic,24,8574.4
2c426753-7fb3-4b2e-9843-906d9abd298e,Diana Johnson,chelsea81@miller.net,2023-02-04,2024-07-29,Madagascar,26,Basic,21,2092.82
5d042ab9-7d61-42d6-84e3-50123dcc6235,Karen Todd,hunterandrew@hotmail.com,2022-10-25,2023-07-06,Jordan,58,Free,11,3077.84
551ba063-85fa-4ee9-8664-a9f4c43feb2a,Kenneth Green,karamyers@crawford.info,2023-06-05,2023-10-28,Philippines,38,Premium,34,12514.11
fa3c2336-15d2-4a30-92e4-ed0326da5dfb,Gregory Sawyer,jonathan09@webster-fitzpatrick.info,2023-11-12,2024-04-24,Timor-Leste,35,Basic,11,677.52
00d42ae7-a0b4-4178-a1f2-a7d7aaa90ec7,Diane Murphy,hernandezsonya@gmail.com,2023-01-04,2023-10-14,Honduras,48,Free,4,1270.23
de905251-d359-4ba5-a008-ea2065692a6e,Hannah Davenport,williamcooley@yahoo.com,2022-09-24,2024-04-19,Dominica,35,Premium,41,16554.76
04fdf0c3-f6b6-46ec-a233-488b80fa3974,Jared Mcdonald,emilyreed@peterson.org,2023-07-15,2024-03-09,Korea,65,Free,30,3419.09
938329dc-c779-4ebf-8d37-a7bfcaddebde,Rachel Evans,zflores@simon.com,2022-04-08,2024-08-03,Benin,29,Basic,18,2228.3
e15c928b-e03f-4d26-8122-d1f3d41b97cc,Julia Stone,avelasquez@hotmail.com,2022-08-13,2024-12-10,Lao People's Democratic Republic,29,Basic,40,19750.4
cd5a92b7-7fba-49fc-945e-72f520a6be91,Lisa Vang,joshua13@castro.com,2022-06-26,2024-06-10,Fiji,34,Free,33,14098.0
df3c7648-34b1-4ff8-bc0c-81430e31d6bf,Rose Reyes,melissahawkins@smith.com,2022-12-06,2023-05-04,Western Sahara,36,Basic,40,10986.3
62a93cd1-54a6-423e-bc11-2cb8683f7744,Christian Johnson,chernandez@rodriguez.com,2022-03-06,2023-06-17,Cambodia,50,Basic,0,0.0
fc2e2267-f3dd-4569-b1d2-ecb9a8307a2e,Thomas Strickland,jlee@white-hall.info,2022-05-31,2023-02-11,Dominica,29,Free,13,371.98
d16a27f8-9e58-484e-8b81-aa541bd09907,Brandon Love,danielle56@gmail.com,2022-09-16,2023-01-12,Kiribati,27,Basic,47,2476.11
eeb72fee-885b-4025-a42e-bc03e59ae37a,Lindsay Martinez,anthonywilson@crawford.com,2023-10-31,2024-04-08,Palestinian Territory,26,Free,32,12821.7
dd7f53e7-7867-43ce-a485-ff32fef0b90f,Allen Osborn,fhopkins@hotmail.com,2023-11-09,2024-10-06,Kyrgyz Republic,57,Premium,0,0.0
eb77c460-d3fc-4841-b187-34434bfe9766,Tracy Harrington,perezjose@white-graham.com,2022-02-03,2023-02-21,Mozambique,20,Free,48,10180.87
0be6a984-1d42-4bff-882b-c233df122ce7,Brittany Roberts,nicoleadams@gmail.com,2023-03-11,2023-06-21,Uruguay,24,Premium,20,2934.54
81cfd1e5-bc53-4d95-a1c5-15af9995004c,Keith Velazquez,kevin43@yahoo.com,2022-01-23,2024-02-10,Pitcairn Islands,31,Premium,6,747.43
3ac0fd42-1f94-4bce-ab88-026e207e39ef,Jonathan Hernandez,gary84@gonzalez.info,2022-09-06,2024-09-28,Turks and Caicos Islands,47,Premium,24,7725.36
ddd01b8d-cb27-4da4-82a5-502a3ab0edfa,Mark Fisher,amandabell@gmail.com,2022-04-17,2024-05-03,Ireland,64,Premium,11,1252.35
ef7d9e82-57ba-4598-a438-3b525aab3234,Heather Ware,joneslynn@yahoo.com,2023-02-02,2023-10-03,Monaco,53,Free,19,8848.21
e6434cf7-2bae-4a62-82c8-0c8e08703a78,Michael Henry PhD,williamsnathan@gmail.com,2022-02-15,2022-11-16,Belize,68,Basic,21,4389.26
4ff5ad34-e2f7-4ead-bbb8-828e2e7277e5,Christina Smith,mariabell@moore.com,2022-09-17,2024-09-18,Italy,28,Basic,8,662.57
0948da7f-9e73-4d5c-bda7-6844b9bd914f,Kathy Young,jessica06@alvarez.com,2022-03-15,2023-09-03,Cyprus,43,Free,40,3805.68
7743ff6a-36e3-410e-af61-786b918c949b,Craig Doyle,washingtonsharon@hotmail.com,2022-03-29,2023-10-22,China,62,Free,30,13074.92
51ab5d35-6a54-4cd5-a23b-965bc18b826d,Colleen Long,fernandezkathryn@jones-brown.org,2023-11-09,2024-01-08,Bosnia and Herzegovina,34,Free,37,1212.22
2b682c65-7223-44c5-a507-7deff2346407,Sharon Ray,jamesyoung@hotmail.com,2023-01-23,2023-10-05,Tunisia,28,Premium,6,1669.23
84dac470-c8fa-4d97-b212-8d64ae38237c,Margaret Cunningham,zsmith@meyer-hughes.com,2022-07-13,2024-01-15,Congo,63,Free,31,5855.39
3e47e6e9-2002-4d60-bdb7-f781162b01b6,Beth Ray,jeffreymorales@vega.com,2023-06-06,2024-03-21,Vanuatu,22,Free,30,7920.4
9c2d29bc-c2c9-47db-9c81-80df9be56309,Paul Santiago,debbiebutler@gmail.com,2023-09-17,2023-11-03,Switzerland,44,Free,33,3491.88
9c2ea3d2-326c-4881-88a2-f008dd11c8cb,Angela Zhang,upearson@hotmail.com,2023-07-12,2024-07-14,Colombia,37,Premium,0,0.0
e2dffd11-e910-488c-934f-79ab92d1892b,John Chapman,stacyolson@hotmail.com,2022-04-29,2022-08-22,Guam,69,Free,29,746.36
c4bc6f4f-ad73-48bd-854c-6b5e955d3ab0,Jaime Ochoa,katie46@yahoo.com,2023-01-29,2023-11-11,Afghanistan,32,Premium,5,1250.4
ed5e65c9-ab57-487f-92e2-e2ad1b1e4ee2,Jennifer Watson,kelleyjanet@hotmail.com,2022-06-09,2024-05-18,Germany,66,Basic,38,10409.62
9e66cb52-0bd2-4ca9-8daf-cfc98d64f055,Katherine Forbes,jflores@yahoo.com,2022-09-26,2023-06-20,Monaco,50,Premium,30,5827.39
a152e8db-a482-45ab-8d56-162be724fef9,Maria Gray,ihall@bryan.org,2022-10-11,2024-03-09,Switzerland,18,Free,18,7005.83
731dd701-b25a-4de7-8dd3-dd425ae3782e,Joseph Gregory,duncanheather@yahoo.com,2022-01-03,2023-08-02,Honduras,56,Premium,20,880.87
74e72cc8-91aa-4d11-ab85-82ababbd64c1,Thomas Moore,andrew03@griffin.org,2023-07-05,2024-11-19,Vietnam,59,Basic,31,8469.28
e385bd7e-36ed-46d2-ae06-58bf7c2174bf,Matthew Wheeler,judithgreen@smith-carter.com,2023-06-11,2024-02-23,Belize,49,Basic,17,5456.03
cbea1772-c048-4bb7-8244-2a67bc884254,Luke Parker,robertsdarren@gmail.com,2023-09-21,2023-11-06,China,30,Basic,21,3082.17
590b00e9-3b95-4024-b26c-5ba64f348e24,Linda Smith,jessica07@gonzales-elliott.org,2022-05-01,2024-10-20,Madagascar,43,Free,32,11161.67
94397de4-b056-4f62-ae4c-c401a0589bd6,Mark Robinson,tracyrichardson@gmail.com,2022-05-22,2022-12-20,Belgium,60,Premium,46,15629.09
98144006-3c18-4e22-ad02-05417080254b,Ryan Norris,kimberly84@gmail.com,2023-02-24,2023-11-11,Turkey,65,Basic,21,7886.19
87c5531d-817c-49c1-bf82-f3966e22ad2f,James Maldonado,williamsbarry@griffith-kirby.com,2023-12-15,2024-06-13,Antarctica (the territory South of 60 deg S),64,Basic,13,3181.47
4cf817ff-8e77-4739-9a7b-0739f798703f,Jacob Shaffer,collinsdanielle@lee.net,2022-12-17,2024-10-06,El Salvador,47,Premium,44,923.57
dd1172e1-4b84-4ebb-ada0-a1d18e169459,Jeffrey Olsen,danielpowell@fowler.net,2023-06-18,2023-07-11,Timor-Leste,69,Basic,47,22434.35
e12b3730-01b0-4a39-8275-1f539ac9004d,Patricia Carroll,parkermisty@smith.info,2022-01-05,2024-06-30,Sudan,60,Basic,40,18861.11
8cb10359-b291-4803-a3ac-66721002dbc1,Gregory Kline,whayes@yahoo.com,2023-02-13,2023-05-13,New Zealand,68,Premium,9,4084.49
8630f253-cc6b-4fd2-b605-301c82d9d7f9,Tamara Barajas,rosaleskelly@gmail.com,2022-06-12,2023-07-04,Nauru,65,Premium,30,3886.13
f97290b6-ad65-463c-8550-32f4e851bb9d,Veronica Clark,glennamanda@greer-rose.com,2023-01-12,2023-03-22,Antarctica (the territory South of 60 deg S),35,Basic,47,1437.46
d14eefab-4808-41c3-b883-f96fe6df67ba,Patricia Ramirez,diazkristine@wood-blackburn.com,2022-06-22,2024-02-21,Congo,27,Basic,11,1441.51
26549a72-4ada-40cd-8e9c-516d690de1c1,Jonathan Blackwell,unguyen@hotmail.com,2023-08-05,2023-12-21,Belize,66,Basic,29,1019.96
d4c2a731-c402-44fc-b584-b0d82f0650c1,Allison Lopez,xhicks@yahoo.com,2023-08-26,2024-11-19,El Salvador,27,Premium,30,6456.6
097258e6-63eb-4b03-89e1-8acb1368b405,Olivia Russell,rbanks@ellison-alvarado.net,2022-11-04,2024-08-30,Austria,47,Basic,9,2899.01
773fb93f-3e8f-4346-90cf-9773139f798d,Mr. Troy George DDS,santosjohn@savage.org,2023-02-05,2024-02-10,Portugal,55,Basic,15,191.35
9fec2a72-2403-4284-9f67-3dfaa5588d18,Betty Kane,carrie24@gmail.com,2023-08-06,2024-10-20,Estonia,38,Premium,22,6522.63
4059bf74-de1c-4264-8670-4a418b1860f8,George Hernandez,othomas@jackson-dillon.com,2023-04-30,2023-08-05,Chile,35,Basic,47,17402.21
172be41a-9c73-4b5d-8987-1e304ec42b36,Mr. Gregory Diaz,xfischer@macias.net,2023-10-10,2024-07-27,Malta,47,Basic,27,11790.05
51446489-faa8-435a-a28e-aedaaaffdd29,Caitlin Jimenez,russovanessa@norman.net,2022-09-11,2023-02-26,Australia,21,Basic,41,9829.64
d8445138-f246-4ddc-baf7-97f363344fd9,Stacy Gomez,nancyjohnson@hotmail.com,2022-10-09,2023-02-18,Palestinian Territory,63,Premium,14,1957.55
0b3f3d68-45d0-4129-9dbe-759bedd33024,Leslie Taylor,joyce76@newton-bowen.com,2022-04-05,2023-09-19,Norway,27,Premium,31,10984.72
2bc533c5-6712-42e3-ae33-bdf552afe867,Tony Garcia,nramos@moreno-ayers.info,2023-10-29,2024-06-13,Nicaragua,18,Premium,46,22858.16
018cf7c9-3a71-4f78-ab18-7e0dbb2ce894,Susan Marshall,farrelldiane@gmail.com,2023-08-04,2024-09-26,Philippines,35,Premium,21,1401.37
d3fb7537-ca13-445a-bed5-195fd58da984,Mary Hickman,donald37@castro.com,2022-09-13,2024-10-03,Mayotte,28,Premium,46,13272.77
32e8bfa2-fcd2-4bcf-ba50-f2172f93169f,Lauren Rogers,jrios@holt-cameron.org,2022-02-18,2023-01-07,Taiwan,27,Free,16,2484.67
ea77ddc2-318b-4194-8c65-2b0f8e6dcac7,Jessica Shea,edwardsterri@yahoo.com,2022-05-04,2023-04-14,Antigua and Barbuda,41,Premium,6,1121.62
fe34586f-d371-4d46-84ed-fc52389f83db,Nancy Sellers,riggsjoseph@hicks.com,2022-12-08,2023-01-19,Afghanistan,41,Premium,26,500.82
cb9617c2-91b7-405d-a5c0-3fc835b1028a,Matthew Jones,michelewise@yahoo.com,2022-01-13,2023-07-07,Reunion,21,Premium,50,1290.48
7635cbe0-2518-4dc9-894c-463cbe12d0b6,Amanda Roberts,heather59@buckley.com,2023-09-12,2023-10-23,Tanzania,47,Premium,20,3448.46
97f81b1e-aacc-489f-b0c5-f7ef8f64e34f,Ann Young,pgarrett@yahoo.com,2023-05-30,2024-02-06,Guinea,18,Free,48,12947.09
3712d143-7fad-4ccc-a0f7-af076b46410b,Sherri Mullins,savannahburns@yahoo.com,2022-07-09,2022-11-06,Slovakia (Slovak Republic),29,Premium,3,184.77
2daef622-afe2-40ba-bdf4-09be0c0d41bf,Victoria Phillips MD,jonathan09@bryan.org,2022-05-27,2023-10-04,Dominica,67,Free,28,11140.58
d9f4c88b-50ee-4db3-929f-30d1b34aad5f,Randy Allen,roberto50@gmail.com,2023-10-25,2023-12-07,British Indian Ocean Territory (Chagos Archipelago),18,Basic,45,20060.81
1a91206f-25c8-4d30-ba69-25f0e5d03f8f,Anna Rose,david03@white.com,2022-05-04,2024-12-22,Belarus,24,Basic,11,1169.07
089317bc-bd73-46dc-a3e6-e1de840344c7,Anthony Williamson,whitakermarcus@gmail.com,2022-02-25,2023-05-14,Syrian Arab Republic,27,Premium,47,17401.16
dd674b8e-a350-41b0-907e-4b0f9edbecc2,Amber Mccarthy,robertaowens@gutierrez-cohen.info,2023-08-20,2023-11-02,Madagascar,40,Basic,24,6081.09
b276af08-cab3-43ab-aecf-9c0b906346bc,Jennifer Maxwell,vtaylor@harvey-taylor.org,2023-06-28,2024-06-03,Saint Lucia,36,Free,11,634.11
3d8dc3e6-6489-476a-b0f4-31df32ee01e1,Mckenzie Jensen,daniel69@yahoo.com,2023-05-02,2024-12-17,Saint Pierre and Miquelon,31,Free,19,8570.17
bdc1b529-3a67-4f73-8337-a0767d0899c4,Kelly Reid,nguyenamy@hotmail.com,2022-06-14,2023-11-07,Chad,40,Basic,16,249.77
b31d625a-0d9d-4ea9-86e7-90e7975363ad,Brandon Ruiz,nicole72@gmail.com,2022-04-07,2023-12-17,Denmark,61,Premium,48,22726.12
9d43eadd-9f13-421b-a6e9-6d2916d4d11a,Mark Blackwell,stephaniesanchez@gmail.com,2022-03-20,2024-11-19,Chad,64,Free,22,790.76
d4119a62-ba49-4b9c-ba98-bf6985848813,Tiffany Perez,castromark@gmail.com,2022-06-28,2023-02-23,Paraguay,34,Basic,46,13032.1
4b069d9b-b13e-49e0-b0cb-3d722b9a0869,Heather Montoya,mendezshawn@tate.com,2023-12-22,2024-04-05,Latvia,27,Free,40,3301.76
27dc0add-c55d-42cb-8247-25d3f146a297,Susan Nelson,arocha@knapp.info,2023-04-07,2024-09-16,Niger,35,Premium,38,6365.37
f440beda-0ca7-4be6-8379-8635f16c8bdd,Kristin Gutierrez,jasonbryant@hotmail.com,2023-02-15,2023-02-21,United Arab Emirates,70,Free,3,1417.12
15a9afa6-afc9-4ecf-a0aa-50d8f0a667d5,Kayla Elliott,hogantiffany@hotmail.com,2023-08-03,2023-08-30,Papua New Guinea,42,Basic,29,14147.54
47d22e5d-4376-4cdc-ab42-a3d052db609b,Crystal Benson,josewhite@hotmail.com,2022-06-06,2022-12-16,Christmas Island,21,Premium,49,6597.36
ff6c6720-67fc-409e-883c-8b28f39513eb,Sherri Phillips,jeremy49@garner-chen.info,2022-09-08,2024-01-28,Paraguay,24,Free,3,771.38
a2af2d88-f38f-4bfc-bb49-f1e670c11e96,Michael Proctor,raven41@steele.com,2022-01-11,2024-02-17,Mauritania,62,Basic,34,3682.27
52186330-0e02-4d41-9cc6-d3215d447580,Alyssa Miller,smitherika@gmail.com,2023-07-06,2023-08-20,Saint Pierre and Miquelon,18,Free,21,309.52
1261a848-bc09-4ea2-be3d-450b158a0e26,Jeffrey Sanders,ipadilla@gonzalez.org,2022-12-30,2023-01-06,Iceland,20,Free,24,1485.76
19fffd4e-ddaa-4051-ad05-c0aed741f7c8,Tony Gibson,coxanthony@hotmail.com,2023-06-10,2024-01-12,Kyrgyz Republic,43,Basic,44,14031.24
283d8168-70f8-43c7-89fa-d76bc080a8c6,Kimberly Bell,kimberly56@schmidt-stone.com,2022-08-10,2022-12-26,Equatorial Guinea,34,Basic,24,3787.86
a6c8dec6-3d0d-4943-90da-f09b6f6e86e7,Daniel Sanders,ejohnson@lewis.com,2023-09-06,2024-05-27,Dominican Republic,58,Basic,28,7091.69
f421ee95-f9f5-4308-8c38-f91110752c73,Stacey Hurst,kelly51@gmail.com,2023-11-19,2024-07-27,Saint Helena,45,Basic,5,652.69
d6f0eca7-4003-42b2-bf67-7c8b6cc914cc,Jeremy Wolf,joseph13@gmail.com,2022-12-09,2023-10-31,Thailand,19,Premium,24,1368.08
5be075eb-eb65-405a-a2a4-f11b08cc636e,Cynthia Humphrey,maryscott@little.com,2023-09-05,2023-10-06,Saint Pierre and Miquelon,59,Free,30,11670.47
011b0c65-6d9a-4c5f-a731-1a627b3ba512,Lisa Keller,michael61@hart.org,2023-04-18,2024-09-15,Ghana,67,Premium,26,2272.76
0b5625d5-e7bb-4840-8fbd-e06919cc2dac,Katherine Ramirez,chavezmelissa@hotmail.com,2022-01-05,2023-05-11,British Virgin Islands,41,Free,13,4993.55
216e2483-ce10-469b-86a7-52acc2b823dd,Richard Contreras,brandon93@rose-rhodes.net,2022-10-27,2023-11-11,Brunei Darussalam,61,Basic,34,1757.04
62af9d80-cd01-4db3-ab8c-03e56daf977f,Pamela Drake,qgarcia@pittman.net,2023-01-22,2024-05-27,Belgium,30,Premium,29,13348.02
3e961000-c852-42ea-bf92-a918c4f1afec,Nathan Horton,freemankayla@yahoo.com,2022-01-20,2023-04-08,New Zealand,36,Basic,27,7348.81
fa8fa040-2156-4c2c-9aa7-6fbf9fed5355,Linda Lawson,james55@yahoo.com,2023-06-14,2024-03-27,Cambodia,52,Free,38,17224.48
b13efd29-4fb1-4ea7-89d8-2312aff6094a,Christine Peck,ubaker@yahoo.com,2022-07-20,2023-07-30,Wallis and Futuna,67,Premium,6,121.05
c7722b95-b4e8-4969-8f06-50c03a37a966,Joyce Hart,woodcharles@yahoo.com,2023-07-06,2024-12-03,Saint Vincent and the Grenadines,64,Free,5,836.86
6774a6fa-ba47-4a98-87ac-bdf9ad717dc5,Luke Hernandez,jwright@bray.com,2023-10-18,2024-04-21,Suriname,54,Premium,36,12819.59
b6273589-f5c1-46f2-837d-99184a56e3f8,Tonya Salazar,jasonellis@hotmail.com,2022-02-21,2024-05-11,Uruguay,46,Free,14,6781.82
0c33b8cb-d76c-493d-a7e9-149f91958869,Gary Daniels,alexander99@wade.com,2023-03-26,2024-11-01,French Southern Territories,66,Premium,30,5944.11
af6e1767-5fc8-4f86-9ae3-644875bf3148,Anthony Spencer,troy04@patterson-torres.com,2022-10-08,2023-12-02,San Marino,20,Free,28,2024.08
26462b20-f301-4e1c-9721-a22d0ce553f6,Raven Bates,justinreynolds@yahoo.com,2023-03-14,2023-05-17,Slovenia,19,Premium,9,2103.71
f08528bd-cd99-47b5-992a-9e735d437dfd,Kristen Smith,alexanderanderson@davis.com,2023-09-20,2024-06-05,Lao People's Democratic Republic,49,Free,47,21496.0
8059826c-0674-4164-9322-14de86fcfca8,Laura Carlson,tiffany28@allen.com,2023-09-22,2024-09-19,Mali,70,Basic,17,7440.89
8001fb9d-44cb-4ebe-b272-7171dde62183,Jessica Quinn,prose@orr.com,2022-06-14,2024-06-27,Estonia,38,Basic,4,297.53
38b6a323-1812-4625-a945-f34e5ae3ea66,Glenda Ward,jameshill@larson.com,2022-12-15,2024-01-15,Malawi,45,Basic,31,5064.0
6eabecd0-d3be-4051-aa0f-7e8e8655a637,Timothy Brown,jennifer48@dominguez-thornton.com,2022-12-04,2024-07-29,Central African Republic,44,Free,16,7547.71
134bdd1b-1870-4ee2-8073-22cb65a96939,Ashley Hayes,jessicacastillo@russell.com,2022-05-13,2024-01-15,British Virgin Islands,56,Basic,1,135.88
cc2654d1-676f-4913-8127-d733a0314297,Sara Obrien,zandrews@gmail.com,2022-05-03,2022-05-12,Central African Republic,37,Premium,19,8224.85
67893120-d6ec-4bb4-9396-401bc0fd39bf,Jacqueline Morrison,rebecca75@yahoo.com,2022-05-20,2023-08-21,French Guiana,25,Free,34,8317.29
4ae61e07-c9ab-4d54-a8de-9a27f5261992,Daniel Doyle,ygordon@gmail.com,2023-12-23,2024-12-17,Dominican Republic,41,Premium,37,2276.54
95456670-9780-4adb-9901-4906e17dfa5d,Brian Reed,kevinlamb@hotmail.com,2023-01-06,2023-08-10,Uganda,44,Free,27,10252.71
