order_id,customer_name,product_name,price,quantity,order_date
ORD00176,charlie ,Tablet,Not Available,,
ORD00177,charlie ,Headphones,,,
ORD00178,  Dave,Laptop,,3.0,2023/10/01
ORD00179,  Dave,Tablet,,3.0,01/10/2023
ORD00180,,Headphones,57.711805960022545,2.0,
ORD00181,,Headphones,Not Available,,2023-10-01
ORD00182,,Laptop,Not Available,1.0,2023-10-01
ORD00183,  Dave,Laptop,Not Available,2.0,01/10/2023
ORD00184,Alice,,899.4217651067571,2.0,2023/10/01
ORD00185,,,92.09403472076133,2.0,
ORD00186,charlie ,,,1.0,2023-10-01
ORD00187,charlie ,,,,
ORD00188,Alice,Laptop,,,2023/10/01
ORD00189,Bob,Laptop,,1.0,2023-10-01
ORD00190,  Dave,Tablet,1023.9669817350206,3.0,2023-10-01
ORD00191,Alice,,451.10859770472825,2.0,2023/10/01
ORD00192,charlie ,Phone,Not Available,2.0,
ORD00193,Bob,Headphones,Not Available,1.0,2023-10-01
ORD00194,Alice,Phone,Not Available,3.0,01/10/2023
ORD00195,charlie ,Tablet,,1.0,
ORD00196,  Dave,Headphones,Not Available,1.0,
ORD00197,Alice,Phone,604.5680249055243,,2023/10/01
ORD00198,  Dave,Headphones,71.70657484527307,1.0,
ORD00199,Bob,Headphones,Not Available,2.0,2023-10-01
ORD00200,charlie ,Laptop,Not Available,3.0,
ORD00201,,Phone,Not Available,2.0,2023/10/01
ORD00202,Bob,Phone,Not Available,,01/10/2023
ORD00203,  Dave,Laptop,1155.084043779927,,2023/10/01
ORD00204,charlie ,Headphones,,2.0,
ORD00205,charlie ,Laptop,80.7920849102646,2.0,2023/10/01
ORD00206,charlie ,Headphones,542.492553051717,3.0,
ORD00207,  Dave,Laptop,Not Available,,2023-10-01
ORD00208,charlie ,Laptop,846.8807287536333,2.0,01/10/2023
ORD00209,,Phone,,2.0,2023/10/01
ORD00210,,Tablet,Not Available,1.0,
ORD00211,Bob,,909.955361020193,1.0,2023-10-01
ORD00212,Alice,Tablet,,2.0,
ORD00213,charlie ,Tablet,192.060802593635,3.0,01/10/2023
ORD00214,  Dave,Headphones,,3.0,
ORD00215,Bob,,Not Available,,2023-10-01
ORD00216,  Dave,Headphones,Not Available,2.0,01/10/2023
ORD00217,Bob,Phone,Not Available,3.0,01/10/2023
ORD00218,charlie ,,Not Available,,01/10/2023
ORD00219,Alice,Laptop,,1.0,
ORD00220,Bob,Phone,,1.0,2023-10-01
ORD00221,,Headphones,,,
ORD00222,Alice,Phone,Not Available,3.0,2023-10-01
ORD00223,Bob,Laptop,,,2023/10/01
ORD00224,Bob,Laptop,Not Available,3.0,2023/10/01
ORD00225,  Dave,Tablet,987.8659591540604,1.0,2023/10/01
ORD00226,Bob,Tablet,280.079655030543,2.0,
ORD00227,charlie ,Tablet,,,2023-10-01
ORD00228,Alice,Tablet,Not Available,2.0,01/10/2023
ORD00229,Alice,Tablet,Not Available,2.0,
ORD00230,Bob,Phone,1464.494278487281,3.0,2023-10-01
ORD00231,charlie ,Phone,,3.0,2023/10/01
ORD00232,Alice,Phone,113.71876008263965,3.0,
ORD00233,  Dave,Tablet,Not Available,3.0,2023/10/01
ORD00234,charlie ,Headphones,604.3767506300578,,
ORD00235,  Dave,,Not Available,2.0,01/10/2023
ORD00236,Alice,Phone,,,01/10/2023
ORD00237,Alice,Tablet,,1.0,
ORD00238,Alice,,1114.1461777181446,,
ORD00239,  Dave,,,,
ORD00240,charlie ,Laptop,Not Available,1.0,01/10/2023
ORD00241,Alice,,Not Available,3.0,2023-10-01
ORD00242,Bob,Laptop,Not Available,,
ORD00243,  Dave,Headphones,Not Available,3.0,2023-10-01
ORD00244,,Tablet,Not Available,3.0,01/10/2023
ORD00245,Alice,Laptop,,2.0,
ORD00246,Alice,Laptop,Not Available,2.0,01/10/2023
ORD00247,charlie ,Laptop,Not Available,,2023/10/01
ORD00248,,Tablet,Not Available,,2023/10/01
ORD00249,Bob,Tablet,1094.571173067492,2.0,
ORD00250,,,Not Available,,01/10/2023
ORD00251,Bob,Phone,,3.0,2023/10/01
ORD00252,Alice,Headphones,1210.6839265377816,2.0,01/10/2023
ORD00253,,Phone,1086.4332988484025,2.0,2023-10-01
ORD00254,charlie ,Phone,Not Available,2.0,01/10/2023
ORD00255,Alice,Tablet,,,01/10/2023
ORD00256,,Laptop,Not Available,3.0,
ORD00257,charlie ,Phone,,,2023/10/01
ORD00258,,Tablet,Not Available,1.0,
ORD00259,charlie ,,Not Available,2.0,2023/10/01
ORD00260,Alice,Phone,,2.0,2023-10-01
ORD00261,,Phone,763.2262293526283,3.0,
ORD00262,charlie ,Phone,848.4878961408816,2.0,
ORD00263,charlie ,Headphones,1120.0334663100323,1.0,
ORD00264,Alice,Laptop,986.7790340171151,2.0,01/10/2023
ORD00265,charlie ,Phone,Not Available,2.0,01/10/2023
ORD00266,charlie ,,1400.1865283150055,3.0,
ORD00267,Bob,Laptop,Not Available,1.0,
ORD00268,charlie ,Tablet,,3.0,2023-10-01
ORD00269,Alice,Tablet,725.7895655634333,1.0,01/10/2023
ORD00270,,Phone,Not Available,1.0,01/10/2023
ORD00271,charlie ,Tablet,,3.0,2023-10-01
ORD00272,Alice,,Not Available,,
ORD00273,Alice,Tablet,639.9089871169701,2.0,2023-10-01
ORD00274,,Phone,Not Available,,01/10/2023
ORD00275,Alice,Tablet,Not Available,2.0,2023/10/01
ORD00276,charlie ,Headphones,71.76570828072218,2.0,2023/10/01
ORD00277,Bob,Headphones,Not Available,2.0,
ORD00278,  Dave,Headphones,,3.0,01/10/2023
ORD00279,Alice,Headphones,809.6984987127078,2.0,
ORD00280,,,,2.0,01/10/2023
ORD00281,,Headphones,Not Available,,01/10/2023
ORD00282,  Dave,,Not Available,2.0,2023/10/01
ORD00283,charlie ,Headphones,,1.0,2023/10/01
ORD00284,charlie ,Tablet,Not Available,2.0,2023/10/01
ORD00285,,Laptop,Not Available,1.0,2023/10/01
ORD00286,Alice,Tablet,Not Available,1.0,2023-10-01
ORD00287,Bob,Tablet,Not Available,1.0,
ORD00288,,,,,2023-10-01
ORD00289,charlie ,Phone,1453.111094984139,2.0,01/10/2023
ORD00290,Alice,Phone,,,
ORD00291,Alice,Headphones,Not Available,,2023/10/01
ORD00292,Alice,,Not Available,3.0,2023/10/01
ORD00293,charlie ,Headphones,772.5973416724704,2.0,2023-10-01
ORD00294,Alice,Laptop,1098.3037728547777,2.0,
ORD00295,Alice,Tablet,Not Available,1.0,
ORD00296,  Dave,,,2.0,
ORD00297,,Headphones,,1.0,01/10/2023
ORD00298,Bob,Phone,,3.0,2023-10-01
ORD00299,  Dave,Laptop,,,
ORD00300,Bob,Headphones,Not Available,,01/10/2023
ORD00301,  Dave,Tablet,Not Available,1.0,01/10/2023
ORD00302,,Headphones,,3.0,
ORD00303,,Tablet,,1.0,
ORD00304,  Dave,Laptop,,2.0,2023/10/01
ORD00305,Bob,Tablet,,1.0,2023/10/01
ORD00306,Bob,Laptop,,,2023/10/01
ORD00307,  Dave,Phone,336.43528153019173,2.0,01/10/2023
ORD00308,  Dave,Tablet,Not Available,2.0,2023-10-01
ORD00309,Bob,,,,2023-10-01
ORD00310,Bob,,1450.410095884227,3.0,2023-10-01
ORD00311,Alice,Tablet,883.7534557596994,1.0,
ORD00312,charlie ,Headphones,,2.0,2023/10/01
ORD00313,Bob,Phone,1451.4999492940483,1.0,
ORD00314,Bob,Headphones,Not Available,,2023-10-01
ORD00315,,Phone,332.8023527933167,3.0,01/10/2023
ORD00316,charlie ,Phone,Not Available,3.0,
ORD00317,  Dave,Phone,,2.0,01/10/2023
ORD00318,  Dave,Headphones,,3.0,01/10/2023
ORD00319,Alice,Tablet,Not Available,,2023-10-01
ORD00320,,Laptop,,,01/10/2023
ORD00321,Alice,,707.8523294518726,,2023/10/01
ORD00322,Bob,,,1.0,2023/10/01
ORD00323,  Dave,Phone,56.735428968334574,2.0,2023-10-01
ORD00324,  Dave,Headphones,Not Available,2.0,2023-10-01
ORD00325,,Headphones,903.3418735252657,2.0,2023-10-01
ORD00326,  Dave,,,2.0,01/10/2023
ORD00327,Bob,Headphones,,,2023/10/01
ORD00328,charlie ,,,2.0,01/10/2023
ORD00329,  Dave,Tablet,825.3171989604745,,
ORD00330,charlie ,Phone,1021.1237437838045,,2023-10-01
ORD00331,charlie ,Headphones,Not Available,2.0,2023/10/01
ORD00332,  Dave,,,1.0,
ORD00333,Alice,,Not Available,,
ORD00334,Alice,,1078.21922661104,2.0,2023/10/01
ORD00335,Alice,,413.0346529582033,,2023/10/01
ORD00336,Bob,Laptop,651.4190957897165,3.0,
ORD00337,,Headphones,,,2023/10/01
ORD00338,  Dave,,435.4338941688615,1.0,2023/10/01
ORD00339,charlie ,Tablet,1200.0748434422883,,2023/10/01
ORD00340,Alice,Headphones,,2.0,01/10/2023
ORD00341,charlie ,Tablet,Not Available,1.0,01/10/2023
ORD00342,Alice,Laptop,Not Available,3.0,
ORD00343,  Dave,Phone,728.2672341343199,2.0,2023/10/01
ORD00344,charlie ,Laptop,1490.1790744886375,1.0,2023-10-01
ORD00345,Bob,Headphones,Not Available,,2023/10/01
ORD00346,Bob,Tablet,853.4196063696699,1.0,2023-10-01
ORD00347,charlie ,Laptop,Not Available,2.0,01/10/2023
ORD00348,,Laptop,,2.0,
ORD00349,,Headphones,Not Available,3.0,01/10/2023
ORD00350,charlie ,Laptop,976.7230556230595,,01/10/2023
ORD00351,Bob,Laptop,Not Available,3.0,2023-10-01
ORD00352,Bob,,1444.6462221948684,,
ORD00353,charlie ,,Not Available,,2023/10/01
ORD00354,Bob,Headphones,,,2023-10-01
ORD00355,Bob,Headphones,247.8737917613863,2.0,01/10/2023
ORD00356,,Phone,Not Available,,01/10/2023
ORD00357,,Tablet,Not Available,,2023/10/01
ORD00358,  Dave,Laptop,Not Available,,
ORD00359,Bob,Phone,619.7970460313551,,01/10/2023
ORD00360,Alice,Phone,Not Available,3.0,2023/10/01
ORD00361,  Dave,,,,2023/10/01
ORD00362,  Dave,,Not Available,3.0,01/10/2023
ORD00363,charlie ,Phone,956.9842031614213,2.0,
ORD00364,Alice,Tablet,,,2023-10-01
ORD00365,,Phone,1007.6786310695076,1.0,01/10/2023
ORD00366,,Laptop,Not Available,1.0,2023/10/01
ORD00367,  Dave,,Not Available,,
ORD00368,charlie ,,,,2023/10/01
ORD00369,,Laptop,,3.0,2023/10/01
ORD00370,,Tablet,690.523538259654,,
ORD00371,,,,1.0,2023/10/01
ORD00372,Bob,Headphones,Not Available,3.0,
ORD00373,Bob,,,2.0,2023-10-01
ORD00374,Bob,Laptop,116.91095237074704,1.0,01/10/2023
ORD00375,Bob,Headphones,198.2146245664958,,01/10/2023
ORD00376,Alice,Headphones,,1.0,
ORD00377,  Dave,Laptop,Not Available,1.0,01/10/2023
ORD00378,Alice,Headphones,,,
ORD00379,Bob,Headphones,96.86150659230847,2.0,
ORD00380,charlie ,,,1.0,01/10/2023
ORD00381,,Tablet,Not Available,,2023-10-01
ORD00382,Alice,Tablet,Not Available,3.0,
ORD00383,,Headphones,,2.0,2023-10-01
ORD00384,Bob,Headphones,,2.0,01/10/2023
ORD00385,,Laptop,Not Available,1.0,
ORD00386,Alice,Laptop,,1.0,2023-10-01
ORD00387,Bob,Headphones,Not Available,3.0,
ORD00388,Bob,Phone,892.1101641460193,3.0,
ORD00389,Bob,Phone,,2.0,01/10/2023
ORD00390,Bob,Laptop,Not Available,,2023/10/01
ORD00391,,Phone,1125.5097244779747,2.0,2023/10/01
ORD00392,Alice,Phone,Not Available,1.0,
ORD00393,,Phone,324.8170893243907,2.0,2023-10-01
ORD00394,,Phone,Not Available,,2023-10-01
ORD00395,  Dave,Headphones,,2.0,2023/10/01
ORD00396,Bob,Tablet,,,01/10/2023
ORD00397,Alice,,,1.0,2023-10-01
ORD00398,charlie ,Phone,Not Available,1.0,01/10/2023
ORD00399,,Phone,,2.0,01/10/2023
ORD00400,charlie ,Tablet,Not Available,2.0,2023-10-01
ORD00401,,,,3.0,2023/10/01
ORD00402,charlie ,,,2.0,2023/10/01
ORD00403,,,1480.2136867391146,3.0,
ORD00404,charlie ,Headphones,Not Available,2.0,2023/10/01
ORD00405,  Dave,Tablet,,,2023/10/01
ORD00406,  Dave,Tablet,688.4967790668177,1.0,01/10/2023
ORD00407,Bob,Headphones,,,
ORD00408,charlie ,Laptop,,1.0,2023-10-01
ORD00409,charlie ,Headphones,,1.0,2023-10-01
ORD00410,charlie ,Laptop,,,2023/10/01
ORD00411,charlie ,Headphones,519.1286429735496,,
ORD00412,  Dave,Tablet,,3.0,01/10/2023
ORD00413,charlie ,,,3.0,
ORD00414,Bob,Headphones,Not Available,2.0,2023-10-01
ORD00415,Alice,Headphones,Not Available,3.0,01/10/2023
ORD00416,,,Not Available,1.0,2023-10-01
ORD00417,charlie ,Headphones,Not Available,1.0,01/10/2023
ORD00418,Bob,Laptop,767.0776241544175,2.0,
ORD00419,,Laptop,886.4598099553441,2.0,2023/10/01
ORD00420,charlie ,Phone,Not Available,3.0,01/10/2023
ORD00421,Bob,Phone,Not Available,3.0,2023-10-01
ORD00422,,Phone,,2.0,
ORD00423,Bob,Tablet,,,01/10/2023
ORD00424,Alice,Tablet,202.66443951700714,3.0,01/10/2023
ORD00425,Bob,,618.6576077429361,2.0,2023-10-01
ORD00426,Alice,Headphones,1166.6672473165136,,
ORD00427,  Dave,Laptop,1353.8437430270023,3.0,2023-10-01
ORD00428,Bob,Phone,Not Available,,01/10/2023
ORD00429,charlie ,,,3.0,
ORD00430,Bob,Tablet,,,2023/10/01
ORD00431,Bob,Phone,664.343639133335,1.0,01/10/2023
ORD00432,charlie ,Phone,1382.7316848482164,3.0,2023/10/01
ORD00433,,Headphones,Not Available,1.0,
ORD00434,  Dave,Tablet,1262.7839391884975,,2023/10/01
ORD00435,Alice,Laptop,Not Available,1.0,01/10/2023
ORD00436,charlie ,Headphones,Not Available,3.0,2023-10-01
ORD00437,Alice,Phone,Not Available,1.0,2023/10/01
ORD00438,,Phone,Not Available,3.0,2023-10-01
ORD00439,  Dave,Tablet,Not Available,3.0,2023-10-01
ORD00440,Bob,Laptop,,2.0,2023/10/01
ORD00441,charlie ,Phone,344.6573828163146,1.0,
ORD00442,,Laptop,,2.0,2023/10/01
ORD00443,Alice,Tablet,,3.0,
ORD00444,  Dave,Laptop,508.1150521682742,,2023/10/01
ORD00445,Bob,,Not Available,2.0,2023-10-01
ORD00446,Bob,Phone,1229.6896938739505,1.0,2023/10/01
ORD00447,Alice,Laptop,,,2023/10/01
ORD00448,  Dave,Laptop,582.129151072283,1.0,
ORD00449,Alice,,1173.6282658404753,3.0,01/10/2023
ORD00450,Alice,Tablet,,1.0,
ORD00451,charlie ,Phone,,1.0,2023/10/01
ORD00452,Bob,Tablet,1168.2585770965231,,2023/10/01
ORD00453,,Laptop,201.496550343889,3.0,2023/10/01
ORD00454,,Headphones,Not Available,3.0,01/10/2023
ORD00455,,Laptop,1095.533894718012,3.0,2023/10/01
ORD00456,Alice,Phone,,3.0,01/10/2023
ORD00457,  Dave,Phone,256.8361096246656,1.0,2023/10/01
ORD00458,charlie ,Phone,450.3218312222738,2.0,2023-10-01
ORD00459,,Phone,,,2023/10/01
ORD00460,Bob,,,,2023/10/01
ORD00461,,Headphones,Not Available,3.0,01/10/2023
ORD00462,,Laptop,Not Available,,2023-10-01
ORD00463,  Dave,Tablet,,1.0,01/10/2023
ORD00464,Bob,Headphones,920.4838282841017,,2023-10-01
ORD00465,,,1075.9834765683863,3.0,
ORD00466,Alice,Laptop,154.89109030834277,,01/10/2023
ORD00467,  Dave,Tablet,,2.0,
ORD00468,  Dave,Tablet,345.5267461986612,3.0,2023-10-01
ORD00469,,Tablet,Not Available,2.0,2023/10/01
ORD00470,  Dave,,1199.1779871079493,1.0,
ORD00471,  Dave,Phone,,3.0,01/10/2023
ORD00472,charlie ,Phone,164.16465628683224,2.0,2023-10-01
ORD00473,Bob,Phone,,2.0,01/10/2023
ORD00474,  Dave,,,,
ORD00475,  Dave,Tablet,,1.0,2023-10-01
ORD00476,  Dave,Phone,Not Available,,2023/10/01
ORD00477,charlie ,Laptop,1241.3692781404836,,01/10/2023
ORD00478,charlie ,Laptop,Not Available,3.0,2023/10/01
ORD00479,Alice,Headphones,Not Available,1.0,01/10/2023
ORD00480,charlie ,Tablet,Not Available,3.0,
ORD00481,  Dave,,Not Available,1.0,01/10/2023
ORD00482,Bob,Laptop,427.38902768505847,2.0,
ORD00483,,Laptop,612.748062718474,2.0,2023-10-01
ORD00484,  Dave,,Not Available,,2023/10/01
ORD00485,  Dave,Headphones,191.76368083384557,2.0,01/10/2023
ORD00486,  Dave,,1283.0113963070396,2.0,2023/10/01
ORD00487,Alice,Phone,,3.0,2023/10/01
ORD00488,charlie ,Headphones,Not Available,2.0,2023/10/01
ORD00489,charlie ,Headphones,284.55200022568647,3.0,2023/10/01
ORD00490,Bob,,,1.0,01/10/2023
ORD00491,Bob,Headphones,Not Available,3.0,
ORD00492,,Laptop,278.586356951949,3.0,2023/10/01
ORD00493,  Dave,Tablet,Not Available,2.0,2023-10-01
ORD00494,charlie ,Phone,Not Available,2.0,01/10/2023
ORD00495,  Dave,Phone,863.4854238620376,,2023-10-01
ORD00496,charlie ,Phone,,,
ORD00497,  Dave,Phone,753.8282179521461,3.0,
ORD00498,  Dave,Tablet,,2.0,2023/10/01
ORD00499,,Phone,Not Available,,2023-10-01
ORD00500,  Dave,Laptop,Not Available,2.0,2023-10-01
ORD00501,  Dave,Tablet,,1.0,
ORD00502,  Dave,Tablet,Not Available,2.0,
ORD00503,charlie ,Headphones,Not Available,3.0,01/10/2023
ORD00504,  Dave,Headphones,670.7747357190951,3.0,2023/10/01
ORD00505,  Dave,Headphones,1248.9634942850987,2.0,2023/10/01
ORD00506,Bob,Tablet,Not Available,,01/10/2023
ORD00507,,Phone,774.2080619483779,,2023-10-01
ORD00508,,Phone,,3.0,
ORD00509,charlie ,Headphones,Not Available,3.0,2023/10/01
ORD00510,,Laptop,371.62108984102014,1.0,2023-10-01
ORD00511,charlie ,Laptop,Not Available,,2023-10-01
ORD00512,  Dave,Laptop,1171.376894733952,1.0,2023-10-01
ORD00513,,Headphones,,2.0,01/10/2023
ORD00514,charlie ,,Not Available,1.0,01/10/2023
ORD00515,Bob,Laptop,1429.5535046782159,3.0,
ORD00516,  Dave,Tablet,935.9804271150955,3.0,2023/10/01
