Transaction ID,Customer Name,Product Name,Category,Price,Quantity,Total Amount,Discount,Purchase Date,Customer Location,Payment Method
bb08a6ed-cb45-474d-85c5-a19f35c94263,Robert Burgess,Lipstick,Beauty,180.37,2,360.74,25.14,2024-11-26,"South Janice, Michigan",Credit Card
e74c14a1-9597-4f18-b9b1-b2f5efc12abe,April Mcmillan,Vacuum Cleaner,Home,47.79,2,47.79,4.01,2023-12-27,"Brianchester, Connecticut",PayPal
5c5b10f1-1838-44a1-a16e-3bc870ff1ff8,Anthony Romero,Shirt,Clothing,149.47,1,149.47,25.14,2022-07-14,"North Scott, Texas",Cash
fb5d6503-e4bb-43c7-aabe-9f3f8a6d1b27,Taylor Martin,Smartphone,Electronics,456.9,2,456.9,25.14,2024-06-24,"East Danaport, Colorado",Credit Card
bd97eb7c-a951-4084-b48e-4929d53fa5b1,Jessica Lee,Laptop,Electronics,79.53,3,238.59,25.14,2024-05-10,"Caitlintown, Oklahoma",Credit Card
2cc531fc-53ae-400f-b01a-cab2ef15e6d2,Brandy Miles,Lipstick,Beauty,93.43,2,93.43,8.1,2024-08-31,"New Marie, Idaho",PayPal
db671adf-ca04-49ee-8b83-c1f0835b7cb1,Angel Howell,Jeans,Clothing,177.57,2,355.14,25.32,2023-03-24,"Christopherstad, Nebraska",PayPal
e2635c78-6a94-4c8d-8a1d-84e4f74c0437,David Turner,Blender,Home,64.42,2,64.42,25.14,2024-05-10,"East Richardhaven, Illinois",Credit Card
5321f3cd-698f-442c-854a-708cd73211cf,Barbara Stout,Jeans,Clothing,381.25,3,1143.75,25.14,2024-10-06,"East Julieside, Florida",Cash
b8842fee-ee23-4877-ba5b-9687690174b0,Brandon Moore,Camera,Electronics,786.52,1,786.52,25.14,2024-11-20,"Garciaside, Kentucky",Credit Card
f4bcaa4e-7c1f-4a35-b4c6-e5e61237c38f,Brittany Welch,Camera,Electronics,373.21,2,373.21,25.14,2023-06-20,"Wilsonbury, Illinois",PayPal
6038a4b5-eeec-4db5-9c6b-18ddaeac2b3f,Ryan Velasquez,Fiction,Books,797.12,1,797.12,40.83,2020-12-28,"Suarezburgh, Maryland",Credit Card
5ec9cb04-8464-451c-ad1b-b17bfc1c9200,Brian Huffman,Makeup Kit,Beauty,725.66,1,725.66,29.06,2024-05-10,"West Leonard, Montana",Credit Card
d5ee66be-ec44-4253-8afc-3a8a2c65d117,Cassandra Clark,Lipstick,Beauty,513.33,2,1026.66,13.72,2020-07-24,"Phillipfurt, Maine",Credit Card
ca4ffd68-b856-4719-a437-84ad12651228,Meredith White,Sweater,Clothing,179.73,1,179.73,12.81,2024-03-11,"Port Gary, Arkansas",PayPal
fb993fba-27e3-461c-adbd-78e9c35da3f7,Michael Gutierrez,Perfume,Beauty,425.03,1,425.03,25.14,2024-06-18,"East Patricia, North Carolina",Credit Card
b9ab0b1f-23c3-4e1c-8dfc-28c4165b56e3,Mrs. Alexis Brown,Makeup Kit,Beauty,529.78,3,1589.34,25.14,2022-02-14,"Lauratown, Missouri",Credit Card
f73cc778-390d-4980-98b3-fc8f958b5c6f,Jeremy Davis,Shirt,Clothing,663.28,1,663.28,36.83,2024-05-10,"Smithmouth, Montana",Credit Card
5f94cec5-7ed5-4fa5-948c-0ad307b81959,Jason Herrera,Smartphone,Electronics,633.31,2,1266.62,10.82,2024-05-10,"Lake John, Colorado",PayPal
7e0d96e8-7c51-4b05-8ead-bf70429b2c4f,Melinda Dickson,Comics,Books,989.15,1,989.15,25.14,2024-11-08,"Wagnermouth, Nevada",Credit Card
ec8add58-26ea-4162-928e-bced5d9ed17e,Robin Long,Toaster,Home,999.01,2,999.01,0.11,2024-01-24,"Bakerchester, Alabama",Credit Card
36c3c3e0-6f5c-4181-a116-8f4ef2966f18,Patricia Francis,Shirt,Clothing,855.61,1,855.61,25.14,2024-04-04,"North Vanessaville, New York",Cash
955c60c5-8696-421d-9e98-3eee73d8c554,Marissa Howard,Lotion,Beauty,89.09,3,267.27,25.14,2024-05-10,"Johnathanton, Nebraska",PayPal
a6c84965-c870-4198-88a1-fb7164ceb135,Sharon Johnson,Lotion,Beauty,529.86,2,529.86,1.09,2024-01-19,"Daleville, Louisiana",Credit Card
bab10fa5-b9dd-4af6-afa5-186fe347b78a,Jennifer Salazar,Smartphone,Electronics,382.21,2,764.42,25.14,2024-10-13,"Port Jenna, Kentucky",Cash
86f1ec16-d66c-493a-9312-743360e2bc53,Samantha Mcdonald,Headphones,Electronics,866.72,3,2600.16,25.14,2024-05-10,"Port Marytown, Georgia",PayPal
28caebe9-e63c-4e90-ae30-f2256e85b8e5,Theresa Levine,Shirt,Clothing,710.69,2,710.69,25.14,2020-12-08,"South Joanne, Missouri",Cash
849d8379-c81c-4bb9-a796-5fc3f67d69ff,Deanna Banks,Blender,Home,322.15,2,322.15,48.37,2024-05-10,"New Adam, New Mexico",Credit Card
f56251dc-66c2-4b61-bd1f-9d2675ad74c5,Antonio Buck,Blender,Home,629.44,3,1888.32,25.14,2024-05-27,"Lesliestad, North Carolina",Cash
6018d83f-3251-4b9b-9407-c69e7892a9e2,Anne Thompson,Jeans,Clothing,942.43,2,942.43,25.14,2024-04-11,"South Jamie, Maryland",Credit Card
6630694d-5f64-46e7-9ad1-996b677e1878,Steven Wilkerson,Jacket,Clothing,812.29,3,2436.87,5.17,2024-05-10,"South Danafurt, Michigan",Credit Card
8c63d7fb-555d-44dd-80c0-794a375a9c63,Sarah Glenn,Fiction,Books,415.52,1,415.52,45.66,2024-05-10,"Port Pamela, Tennessee",PayPal
1628b3f5-cecd-4f74-9954-e285950ce103,Christy Lee,Jacket,Clothing,247.47,2,494.94,16.52,2023-05-29,"South Crystal, Illinois",Cash
415e8b52-48d8-47dc-a405-4a9b0710534e,Tina Morrison,Headphones,Electronics,731.28,1,731.28,39.09,2020-04-20,"Cruzmouth, Maine",PayPal
cfa88a8e-c4ab-41d6-a947-47d965455374,Carla Smith,Headphones,Electronics,263.14,2,526.28,25.14,2024-11-04,"Port Shellyburgh, North Carolina",PayPal
0baafbe8-9ee5-4133-bbda-c150bfe5517d,William Carpenter,Fiction,Books,247.69,3,743.07,25.14,2024-04-02,"West Dianehaven, Arizona",Cash
0e64d584-abde-47d6-a6f2-b341559a268e,Dustin Wagner,Non-Fiction,Books,27.45,1,27.45,25.14,2024-05-22,"Lake Bradbury, California",Cash
9d2d87fe-fb83-4faf-81ce-84408c92b642,Mary Miller,Camera,Electronics,251.98,3,755.94,25.14,2021-03-11,"West Michaelton, Minnesota",PayPal
8da4d442-58a6-4bf0-b6ce-ef8dd19a9ee3,Erin Nunez,Comics,Books,556.95,2,556.95,16.58,2021-01-21,"Claireberg, Indiana",PayPal
7c9d02b8-6bdc-4618-951d-c45f06a82b58,Terri Taylor,Smartphone,Electronics,227.78,2,455.56,25.14,2024-01-05,"Joanshire, Illinois",Credit Card
1d472a6f-aa8e-4bf2-a2a5-e2e34b4c0832,Heidi Lee,Non-Fiction,Books,249.64,2,249.64,15.03,2024-08-14,"Stewartbury, South Carolina",Cash
f6463184-124f-4307-8bec-d71221478ac5,Brent Thomas,Fiction,Books,142.55,1,142.55,25.14,2024-05-10,"North Cameronmouth, Arkansas",PayPal
2293c15d-4d03-45af-805d-7f2c2a296a3f,Jeffrey Murphy,Lotion,Beauty,984.57,3,2953.71,24,2024-05-10,"West Matthewmouth, New York",Credit Card
f658423b-acb8-48c3-8ed3-e2d774bb4040,Vanessa Cox,Headphones,Electronics,909.27,3,2727.81,25.14,2024-05-10,"Brandichester, Kentucky",Cash
7683fe31-06c2-4f6f-ab3e-4bb0791a9540,Justin Smith,Camera,Electronics,909.9,2,909.9,19.84,2024-05-10,"Port Abigailstad, Indiana",Cash
9af736b6-1642-4e38-8c84-a2522930d1cb,Heather Smith,Non-Fiction,Books,21.47,3,64.41,14.82,2022-09-24,"Jamesmouth, California",Cash
d82e1b6e-26e0-468b-82ad-350b345a2a92,Theresa Harrison,Perfume,Beauty,118.5,3,355.5,25.14,2024-05-10,"Murraystad, West Virginia",Credit Card
ce4ff67d-5587-423b-8793-9b7f0c6241ed,Mary Baker,Headphones,Electronics,755.35,3,2266.05,44.5,2022-05-11,"Port Katherine, Oklahoma",PayPal
205672c8-b158-434a-80dc-781b62c5b02a,Elizabeth Jones,Perfume,Beauty,182.43,3,547.29,25.14,2023-04-20,"Debraland, Arkansas",Credit Card
461ac74f-edb7-404c-bce2-5a0bd6d7aac9,Daniel Smith,Jeans,Clothing,23.15,1,23.15,25.14,2024-05-10,"Morrisfurt, Arkansas",Credit Card
c099bd16-71bc-4be7-9831-f22fab414971,David Rodriguez,Shirt,Clothing,413.73,2,827.46,11.05,2024-05-10,"North Paul, New Mexico",Credit Card
e71b31a8-a0bd-481b-9112-9db6fae27e8a,Tammy Jones,Sweater,Clothing,697.48,3,2092.44,25.14,2022-04-30,"Jonesfort, Colorado",Credit Card
66b05e23-b047-48c7-add1-70b8bc8b4db9,Michelle Stewart,Toaster,Home,589.95,3,1769.85,46.91,2024-03-01,"Port Paula, Mississippi",Cash
fd41c5d2-82ea-474d-b30b-b864bb6f03bc,Shane Bailey,Lotion,Beauty,677.74,2,1355.48,25.14,2021-12-23,"Lake Timothyport, Florida",Credit Card
0fddf642-10a2-4a8c-a4da-5eb43db89f5d,Robert Rogers,Makeup Kit,Beauty,870.97,3,2612.91,25.14,2021-10-05,"Angelaside, Montana",Credit Card
a714c0e3-8d17-4012-a5d0-4446a8d89835,Susan Hall,Jacket,Clothing,146.93,2,146.93,25.14,2024-08-16,"Larsonberg, South Carolina",Credit Card
7e77215c-5a8d-44ca-8717-736642deca37,Benjamin Davis,Headphones,Electronics,464.03,1,464.03,25.14,2024-05-19,"Stevenport, Indiana",Cash
7e708ddc-7f7a-4e2a-8abc-a3540952713d,Christopher Holmes,Comics,Books,525.84,3,1577.52,1.76,2024-03-31,"West Timothyfurt, Maine",PayPal
a30a6ec5-f62e-45c3-b60a-7bdaa996d46d,Brenda Sanchez,Vacuum Cleaner,Home,15.37,2,15.37,25.14,2021-03-12,"Walshmouth, Connecticut",Cash
de3f3469-4776-4586-ab6b-995d0e02b7d3,Cristina Banks,Fiction,Books,140.71,2,281.42,25.14,2021-01-10,"Danielview, Kansas",Credit Card
6154c406-b717-4acd-888f-c11e47201cd6,Laura Moreno,Jeans,Clothing,448.36,1,448.36,25.14,2024-05-10,"Roberttown, Connecticut",Credit Card
62202776-c014-4c9b-b7d0-3095382c5c1b,Michael Christensen,Lotion,Beauty,658.85,2,658.85,25.14,2024-05-10,"Nicoleshire, Wisconsin",Cash
13863028-7273-4da2-83c6-245f39305eb2,Elizabeth Thomas,Perfume,Beauty,909.04,2,909.04,17.9,2021-04-07,"Sandersmouth, Connecticut",PayPal
175190cd-67b0-44e0-a2ca-86546adbd02b,Tara Garrett,Vacuum Cleaner,Home,925.06,1,925.06,38.47,2024-05-10,"Leontown, Arizona",Credit Card
6ea5cf23-fc1f-4dbc-ae38-ec38cdf422fa,Kimberly Miller,Shirt,Clothing,682.13,3,2046.39,25.14,2024-04-12,"Clarkland, Florida",Cash
735e36fd-197a-4d23-8fba-d9675ca0dcc9,Dawn Harris,Camera,Electronics,348.76,2,348.76,25.14,2024-02-20,"South Melinda, Pennsylvania",Cash
0a391ba6-e244-4571-b43f-4883cb3a0053,Robert Lester,Jeans,Clothing,889.74,2,1779.48,25.14,2023-06-02,"East Jasonside, Illinois",Credit Card
23903302-6965-4c83-93e1-5b300eae2a57,James Holt,Non-Fiction,Books,194.88,2,389.76,44.94,2024-11-14,"Port Holly, Louisiana",Cash
770dcb5a-4662-4f01-87d1-ce3a0ea29d31,Mary Brown,Lipstick,Beauty,397.59,1,397.59,1.68,2024-05-16,"West Suzanne, Kansas",Credit Card
d613d615-dad3-43e0-bcb6-bcc47a9358e1,Kelsey Cruz,Headphones,Electronics,666.44,1,666.44,44.72,2024-05-10,"West Dennis, Vermont",Cash
7bb62bfb-4c1e-4dd5-8b6c-6632b7c4bb46,Regina Whitney,Makeup Kit,Beauty,687.85,2,1375.7,23.96,2024-05-10,"East Debrastad, Vermont",Cash
837c83ef-b3f6-4279-8852-fdc6af162664,Joshua Padilla,Shirt,Clothing,326.74,2,653.48,25.14,2022-02-18,"Allenton, Ohio",Cash
8f988ab9-8eaa-4144-a771-0980e9f2d621,Daniel Hill,Jeans,Clothing,856.26,1,856.26,25.14,2021-03-07,"West Phillipborough, Florida",PayPal
b88552d5-d59d-48e8-9b40-6332419a1328,Joseph Rodriguez,Perfume,Beauty,973.59,2,973.59,45.86,2024-01-13,"South Dennis, Vermont",Credit Card
414d9b3e-98d2-4d2f-a44c-8fdfd77ace09,Amy Burnett DVM,Perfume,Beauty,488.39,2,976.78,26.44,2020-07-27,"Port Katherine, Nebraska",Cash
96f7ac38-91f8-4841-8407-779938082b7c,Eric Flores,Makeup Kit,Beauty,956.68,1,956.68,25.14,2020-08-22,"Wrightchester, Nevada",Credit Card
ab6981bc-0ebe-453d-bae6-6ff456973763,Paul Hanson,Blender,Home,724.63,2,724.63,7.22,2021-07-29,"New Jodihaven, New York",Cash
7b62e434-e908-4f70-820f-aa463451eade,Tina Davis,Jeans,Clothing,950.67,3,2852.01,25.14,2024-01-06,"Deborahmouth, New York",Credit Card
fa3ab51e-d084-4582-8d6d-ceb7b2996efe,Lori Anderson,Makeup Kit,Beauty,691.21,3,2073.63,25.14,2020-08-01,"Lesterberg, Nevada",Credit Card
5c55493f-627e-4dd8-acd5-0240f5836d70,Emily Johnson,Jeans,Clothing,780.63,3,2341.89,25.14,2022-08-17,"Wolffurt, Rhode Island",PayPal
7c5c2969-660b-49d6-9529-0f0bfbcd88b3,Donna Grimes,Microwave,Home,387.51,2,387.51,25.14,2024-08-19,"Theresaborough, Ohio",Cash
bef89b11-07cc-4030-a2f6-81cf83bec1ba,Jose Davis,Lotion,Beauty,311.52,2,311.52,25.14,2024-05-10,"Gomezmouth, Kansas",Cash
2d13e7e9-32e2-45d9-87bb-10f78e4e9d35,Valerie Jones,Comics,Books,687.13,2,687.13,0.76,2021-09-04,"South Michaelshire, Pennsylvania",PayPal
45852213-1d31-422b-89b0-ff10cecb079b,Jeffrey Allen,Laptop,Electronics,814.8,3,2444.4,25.14,2024-05-10,"East Amber, Delaware",PayPal
a32778b8-66bb-4b46-80c4-1b65ee410969,Sara Thornton,Jacket,Clothing,701.11,2,701.11,44.56,2024-05-10,"West Latoyabury, Kentucky",Credit Card
a0f76d69-e3cb-4754-9409-e562dce055a0,Richard Stevens,Non-Fiction,Books,139.55,1,139.55,46.3,2024-01-03,"Darlenetown, Massachusetts",PayPal
edec8b1c-816d-4fc7-ac78-2a5f98b6b0f9,Richard Watson,Lotion,Beauty,322.11,2,644.22,25.14,2024-05-10,"New Barbara, Minnesota",Credit Card
270ab8c0-2142-4fa8-8307-6b49a57d4f08,Rebecca Scott,Sweater,Clothing,413.07,1,413.07,34.88,2024-05-10,"West Joshua, Maine",Credit Card
795e3c63-af81-4f94-b34f-330139ccd563,Marie Lin,Lipstick,Beauty,935.78,2,1871.56,5.19,2024-05-20,"East Misty, Wisconsin",Cash
06685194-1d60-413e-b065-a23dd967487b,Melissa Bowman,Makeup Kit,Beauty,891.64,1,891.64,17.79,2023-06-03,"Kimville, Nebraska",Cash
1dba80fb-c813-43e2-a2e2-602db0c9e8ec,Marie Harding,Jacket,Clothing,711.91,2,711.91,29.47,2024-05-10,"North Mariaton, Washington",Cash
dd7d6c7d-4dfe-4dfa-a4fc-921d3fb2cfbf,Crystal Jefferson,Laptop,Electronics,791.2,2,1582.4,40.81,2024-05-10,"East Karen, South Dakota",PayPal
d7143d5f-ba90-408a-9820-a9a598fcda08,Krista Martinez,Makeup Kit,Beauty,398.2,2,796.4,32.94,2024-05-10,"Port Davidton, Idaho",Cash
b21e30fd-4e34-413c-a0ee-444a49e82a39,Lisa Garcia,Sweater,Clothing,888.29,2,1776.58,25.14,2024-05-10,"Terriland, Vermont",PayPal
a04b4314-7391-43d0-8b97-e47dc6f87314,Karen Chapman,Lotion,Beauty,398.29,2,796.58,25.14,2024-05-10,"Kathrynstad, Kentucky",PayPal
12cc1fae-6380-449b-a531-3d63bdbf5395,Dylan Wilkins,Jeans,Clothing,283.05,3,849.15,31.37,2024-09-29,"West Bradleyview, Florida",Credit Card
c8512dda-6686-437b-8adc-16f481b29754,Billy Turner,Toaster,Home,363.16,1,363.16,19.86,2024-05-10,"West Christianfort, Alabama",Credit Card
4fd14119-b904-42ac-910b-e433fe9125d4,Jerry Gutierrez,Headphones,Electronics,978.97,3,2936.91,25.14,2024-10-18,"West Nicole, New Jersey",Cash
bcb6385a-8896-4825-bcd0-e3243ee4f5a0,Michelle May,Comics,Books,572.71,1,572.71,1.65,2024-05-10,"Dawnside, Washington",PayPal
8380dc4d-7734-42aa-a768-91288d4ca541,Phyllis Rowe,Jeans,Clothing,305.1,2,610.2,25.14,2024-07-28,"Evanschester, Mississippi",Credit Card
5b4bc318-de54-4b6f-ac49-62927beb0043,Jeffrey Oliver,Laptop,Electronics,944.88,2,1889.76,25.14,2021-07-04,"Williamsside, New York",Cash
d016ed43-d095-4902-88f1-f782ffc8fb14,Connor Richards,Toaster,Home,94.22,3,282.66,19.58,2023-11-03,"North Jefferyville, Arizona",Cash
42f46f67-6290-47ce-b685-a3388705c9ad,John Zimmerman,Biography,Books,852.87,3,2558.61,25.14,2024-05-10,"Port Lisa, Texas",Cash
4d0fd60d-eb06-4ab1-8727-384a40517c5b,Roger Hanson,Headphones,Electronics,353.95,2,707.9,34.77,2024-02-02,"West Brian, Oklahoma",PayPal
d5ce4300-bc3d-4f62-8ba3-2b6987de9869,Christopher Johnson,Microwave,Home,811.08,2,1622.16,25.14,2024-06-26,"Phillipsside, South Carolina",Credit Card
36958240-d6e3-4aaa-bcd1-173e679b6df0,Kathy Savage,Comics,Books,539.4,2,1078.8,25.14,2024-09-17,"Lake Brookeberg, Colorado",Cash
7f7b403c-b226-4c24-a837-131a3975c093,Diana Brown,Comics,Books,335.69,3,1007.07,25.14,2024-05-10,"East Bryanport, New Jersey",Cash
472a1297-554e-4ba1-a6b3-795fb8f37ac5,Greg Anderson,Jeans,Clothing,364.43,1,364.43,25.14,2020-12-14,"East Ashley, Maryland",PayPal
6a656661-5f78-48bd-a8d3-f562bd278a59,Yolanda Brown,Lotion,Beauty,943.74,2,943.74,25.14,2024-05-10,"East Alexachester, Arkansas",Credit Card
6d4fc6ed-220d-4bae-923b-d9fda6b8cfc9,Brandy Jimenez,Lotion,Beauty,785.54,1,785.54,25.14,2024-12-01,"Reginaland, Rhode Island",Cash
2469b1e3-b8a5-46bc-9c84-4651ca2f43ca,James Barker,Jeans,Clothing,105.5,1,105.5,25.14,2024-05-08,"Barnesmouth, Tennessee",Credit Card
042379ef-5694-45b6-ad47-31983daaa4da,Candice Gibson,Jacket,Clothing,571.7,3,1715.1,25.14,2024-05-10,"Valeriehaven, Alaska",PayPal
217dfcaf-19e8-4800-a3e8-111348e33185,Joshua Chapman,Biography,Books,297.68,3,893.04,25.14,2024-01-05,"West Kenneth, Hawaii",Cash
7efd7d8c-cfac-45f4-9133-13b12609ad0c,Tristan Cobb,Makeup Kit,Beauty,774.62,2,774.62,33.2,2020-07-08,"Matthewchester, California",Cash
f3ede5ea-9e1a-4398-bc7d-374eb11746e9,Dana Phillips,Biography,Books,860.08,2,860.08,10.66,2024-05-10,"Christineborough, Mississippi",PayPal
c5eaf2a2-1ee3-4eba-84b9-ecb2fc2e4d5a,Tony Richardson,Comics,Books,402.13,1,402.13,25.14,2024-01-10,"Ericside, Pennsylvania",Cash
227de0d7-6bd3-4c98-8782-7487e9b5145d,Matthew Hernandez,Camera,Electronics,688.92,3,2066.76,29.44,2024-03-21,"Coryshire, Alaska",PayPal
07cd2f83-7040-42cd-a7b2-c9fb5ea72ee6,Jessica Young,Headphones,Electronics,615.1,2,615.1,47.37,2024-07-17,"South Daniel, Georgia",PayPal
0c5c298b-1841-4a93-82fa-f05d63d47315,Peter Lane,Sweater,Clothing,356.17,2,712.34,25.14,2023-04-06,"Ramirezhaven, Rhode Island",Cash
a10d607c-dac1-45cc-85e1-527eae4fb1d4,Jasmine Lane,Laptop,Electronics,775.98,3,2327.94,25.14,2021-01-11,"New Ryanfurt, Nevada",Cash
0ee192ae-1a3a-4c45-a41e-87365ca15bbe,Jorge Holmes,Microwave,Home,491.86,2,491.86,30.51,2023-05-16,"New Jose, Connecticut",Cash
dad19a9d-aae7-4f4d-85dc-26dabb4cd0c3,Tammy Bryan,Makeup Kit,Beauty,600.27,3,1800.81,35.49,2024-07-04,"Whitemouth, South Carolina",PayPal
3363f5f8-02f1-423b-90a4-540172d26210,Sean Sanders,Jeans,Clothing,158.06,2,316.12,22.25,2024-07-24,"Wagnerport, Maine",Credit Card
9854a71a-257c-4710-b8a6-73d42faf2a7a,Alicia Miller,Sweater,Clothing,725.83,2,1451.66,25.14,2023-07-12,"North Jeremy, Nevada",Cash
81e24700-9de1-403f-9d47-9cfe9f87c3f0,Nicholas Herrera,Vacuum Cleaner,Home,219.42,1,219.42,25.14,2022-03-16,"Chambersborough, Wyoming",Cash
bc5951e5-a097-4ef5-b089-48667611f03e,Michael Freeman,Blender,Home,145.21,2,290.42,25.14,2024-05-10,"Kevinshire, South Carolina",Credit Card
9f3bde7e-89f9-4b1b-8e88-1b880adc41fc,Patricia Francis,Jacket,Clothing,977.39,2,977.39,30.81,2024-05-10,"New Mark, Wisconsin",Cash
526d9802-8d42-4098-88ed-ef120ffcbd0b,Scott Garcia,Comics,Books,96.35,3,289.05,25.14,2024-08-10,"Vaughanchester, New Hampshire",Credit Card
4c9ce896-9f99-4b9a-a1bc-312a48e83676,Paul Cowan,Shirt,Clothing,905.01,3,2715.03,25.14,2022-11-01,"New Evanborough, Wisconsin",PayPal
ec3e8823-75d9-48f9-ae63-ed434d265de1,Katie Allen,Shirt,Clothing,166.42,2,332.84,25.14,2024-11-12,"Gonzalesview, West Virginia",Credit Card
889f842f-5bcb-438d-adcd-6bbfa34a1192,Eric Perkins,Lotion,Beauty,318.6,1,318.6,45.32,2024-05-10,"Manuelburgh, West Virginia",Cash
785300f3-5c8c-4add-96d8-955b99f306af,Geoffrey Brown,Jeans,Clothing,378.17,2,756.34,25.14,2022-08-29,"Robertborough, Pennsylvania",PayPal
4b198dcc-1b3f-45db-8ab0-f92982dd47d8,Joseph Williams,Headphones,Electronics,546.08,2,546.08,14.8,2024-05-10,"Oneilltown, South Carolina",Credit Card
d2d64726-9336-400c-aab5-3b123e4a3671,Mckenzie Montgomery,Sweater,Clothing,160.12,2,320.24,1.45,2024-05-10,"East Sarahshire, Florida",Cash
b30689c4-4bd6-4a91-b364-477c151d1647,Roger Jones,Biography,Books,763.85,1,763.85,23.44,2020-04-24,"Barbaramouth, Massachusetts",PayPal
b4c19958-1432-4628-a002-2721f262985b,Sonia Morris,Jeans,Clothing,740.65,2,740.65,25.14,2020-11-13,"New Melissahaven, Ohio",Cash
e25763f1-6815-44b8-b2a8-36dff10ab62d,Jason Caldwell,Perfume,Beauty,196.25,3,588.75,25.14,2024-04-08,"Coxburgh, Maryland",PayPal
edcc1e00-986a-490e-b8e2-ad07536a2d17,Jacob Reyes,Vacuum Cleaner,Home,523.4,2,1046.8,16.38,2024-05-10,"South Danielview, Utah",PayPal
2487a7cd-1aa2-4ee5-9556-6130e7378d06,Charles Scott,Jeans,Clothing,396.39,2,792.78,49.98,2020-02-24,"East Deanton, New York",PayPal
0d9acf8f-f276-4253-8041-0d29467202c6,Richard Brown,Perfume,Beauty,481.85,2,963.7,37.56,2024-04-30,"Lake Timothyland, Arkansas",Credit Card
c0847233-fa14-4320-ab71-be6d1849488a,David Brown,Sweater,Clothing,581.08,2,1162.16,25.14,2024-05-10,"Serranomouth, Oregon",PayPal
27c870e5-1f88-4522-90fc-4d6458ec3a95,Laura Barnes,Microwave,Home,451.98,2,451.98,6.77,2024-07-24,"Port Tammyburgh, Alabama",Credit Card
da02e167-44b0-4c49-9360-d9aae9dc5e6e,Robert Brown,Makeup Kit,Beauty,207.46,2,207.46,41.18,2021-01-09,"Lake Daniel, Idaho",Cash
2af08015-01ef-4280-8eca-8888bde1f7e7,Charles Young,Laptop,Electronics,289.81,2,579.62,25.14,2024-04-05,"North Nicholas, Virginia",PayPal
